gengxin,id,title,zuozhe
04-25 11:59,300696,主力也会关注股吧，有专门的公关在股吧里面，就是所谓的庄托。但是庄托并不像你们想的,福已到达
04-25 11:40,300696,25等你[为什么][为什么][献花][献花]准备进仓,GuoPeng1
04-25 10:22,300696,真是龟速,奇迹是不会发生的
05-11 05:44,300696,昨天看着没买今天就拉涨停，哭晕在厕所,股市淘金者588
05-10 23:33,300696,来个直线拉升吧。一箭封喉……,女人伤心的泪
05-07 14:16,300696,这样的走法那像牛？完全是猪散嘛！,福已到达
05-06 18:31,300696,咋样？早就发现此股全部是散户投资者，所以一直对于买不买很纠结，现在验证非常明智的,轻轻微风吹
05-06 16:34,300696,爱乐达05月06日资金揭秘,资金解密
04-25 10:02,300696,已买入，我可是712过来的，别让我失望哈,奇迹是不会发生的
04-24 16:41,300696,爱乐达04月24日资金揭秘,资金解密
04-24 09:20,300696,小于五千万的流通盘，股东一万多，人均持股四千股。哪里有主力资金？那里有人关注？全,轻轻微风吹
04-23 17:33,300696,开始挖坑，看到底谁被埋葬,福已到达
04-23 16:40,300696,爱乐达04月23日资金揭秘,资金解密
05-10 21:17,300696,博云新材 安达维尔 爱乐达 大飞机全线启动！,bg200832132
05-10 20:15,300696,只是挖了个小坑而已，等下星期再看谁笑在最后[大笑]，那些庄家养的空狗快完了,福已到达
05-06 13:48,300696,库存逐季逐年增加，反应的是批量定型产品稳定的供货，只说明主营业务增长明显。需要研,轻轻微风吹
05-03 06:55,300696,深深的矛盾纠结中：因为公司到底有没有价值？说有价值吗？全部是散户投资者！股价没有,轻轻微风吹
04-30 16:46,300696,爱乐达04月30日资金揭秘,资金解密
04-30 15:19,300696,从上市持有到现在了,许文强转世
04-23 15:37,300696,今天已深深插入。,帅小菜
04-23 14:55,300696,恭祝爱乐达的死多,专和股托过不去
04-23 14:45,300696,爱乐达4月23日盘中跌幅达5%,爱乐达资讯
05-10 18:56,300696,持仓的拿稳，没进的后市仍有机会，最终价值和估值会匹配市场规律的，后劲足！,股海孤帆小散
05-10 18:46,300696,爱乐达：已验收设备均投入生产 根据订单情况陆续达产,爱乐达资讯
05-10 18:32,300696,细细体会董事长这个回答,Neal_Tenbagger
05-10 16:38,300696,爱乐达05月10日资金揭秘,资金解密
04-30 15:14,300696,凭此一条，此股狂跌不止，为什么呢？看看吧，股权激励，基本白送的股票都不要，散户投,轻轻微风吹
04-30 15:00,300696,你他妈的学学712，什么叫能耐，你就是个垃圾,奇迹是不会发生的
04-23 14:00,300696,涨停涨停，一阳穿四线,龙之吻6
04-23 10:17,300696,干破30日线 牛掰,股友P6r6OI
04-23 10:12,300696,垃圾的勾庄,龙之吻6
04-23 10:09,300696,爱乐达的狗庄，本来就是一只小蚂蚁，总想干大象的事，妄想把大盘炸停。,在水一方奥比5096
05-10 16:18,300696,涨停揭秘：军工板块走强 爱乐达今日涨停,财经评论
05-10 14:29,300696,我操要开板吗,大元博
05-10 14:15,300696,盘口暗语出现，今日买进的发财了[牛][牛],初升的阳光
05-10 13:27,300696,换手率太高了，主力拉涨停抛货了，下周一注定大跌,股友GoemZq
04-30 10:07,300696,一边担心找不到老婆，一边还要担心拆散别人！,许文强转世
04-30 10:04,300696,像我这样的情况疯是正常的，不疯才不正常,许文强转世
04-23 04:08,300696,c919,股友h6Ilez4360
04-22 22:30,300696,爱乐达，基本面最好的航空军工股，小盘仅1.5亿，绩优年报0.56元。2019年一,llff1128
04-22 21:48,300696,爱乐达:2019年第一季度业绩预告,爱乐达资讯
04-22 16:39,300696,爱乐达04月22日资金揭秘,资金解密
05-10 13:07,300696,为什么涨停？,bg4etv
05-10 12:46,300696,挨了打,默默在此
04-30 09:49,300696,等董秘态度不好时才能买，现在是欢迎光临！,许文强转世
04-30 09:26,300696,爱乐达:监事会关于2019年限制性股票激励计划激励对象名单(调整后)的核查意见,爱乐达资讯
04-30 09:21,300696,需要先把对付我的100多人干掉才能赚钱,许文强转世
04-30 09:15,300696,找个美富白养我,许文强转世
04-22 14:43,300696,下午捡点,股友P6r6OI
04-22 13:31,300696,600523又上了，羞。,桂DL5Q81
04-22 13:19,300696,下午有希望涨停,桂DL5Q81
05-10 12:24,300696,昨天买了今天早上亏了出的想死的心都有,静默99
05-10 12:06,300696,这么点量也能拉涨停！！,股友NebRZX
04-30 09:09,300696,每跌5毛加仓一手改为每跌5元,许文强转世
04-30 08:48,300696,爱乐达:上海荣正投资咨询股份有限公司关于公司调整2019年限制性股票激励计划激励对象名单及授予权益数量之独立财务顾问报告,爱乐达资讯
04-29 22:52,300696,他们特爱坑我，因为怕我有钱后抢走他们的女人。,许文强转世
04-29 22:40,300696,前几天有个美女像是在勾引我,许文强转世
04-22 11:57,300696,一会会不会火箭发射？,女人伤心的泪
04-21 16:47,300696,主力惧怕年线,股友YDXXZXB
04-20 09:52,300696,需要洗盘 10天,把名字改了7173
最后更新,002297,,
05-10 11:46,300696,胆子真大,股友P6r6OI
05-10 10:46,300696,看看长城军工，看看其他军工股大涨,只买低位低估股
04-29 21:48,300696,15元能看到么？,许文强转世
04-29 19:03,300696,爱乐达:第二届监事会第五次会议决议公告,爱乐达资讯
04-29 19:03,300696,爱乐达:独立董事关于第二届董事会第六次会议相关事项的独立意见,爱乐达资讯
04-20 09:36,300696,像我这样的光棍只有在股市中才被重视,许文强转世
04-19 22:11,300696,您好！请问公司是否有获得争取波音、空客一级供应商认证的目标计划？谢谢！,爱乐达股友
04-19 22:09,300696,公司正在积极推进波音、空客直接供应商资质认证,Neal_Tenbagger
05-12 23:55,002297,刘鹤：合作是正确选择 重大原则决不让步 坚决反对加征关税,财经评论
05-12 23:45,002297,易会满讲话十大要点梳理：谈近期股市波动 强调上市公司质量,财经评论
05-12 23:52,002297,中办、国办印发《国家生态文明试验区(海南)实施方案》,财经评论
最后更新,300719,,
最后更新,300696,,
05-10 09:36,300696,创业板18家下跌中的一家，为什么那么多看多的家伙，都到这位置，大盘2800的缺口,君131488888888
05-10 09:19,300696,涨停今天,理性开心
05-10 07:39,300696,长期投资就是，牛散都拿着，咱也不怕。,福已到达
最后更新,300719,,
最后更新,300719,,
04-29 19:03,300696,爱乐达:第二届董事会第六次会议决议公告,爱乐达资讯
04-29 19:03,300696,爱乐达:北京国枫律师事务所关于公司调整2019年限制性股票激励计划激励对象名单及授予权益数量的法律意见书,爱乐达资讯
04-29 19:03,300696,爱乐达:关于调整公司2019年限制性股票激励计划激励对象名单及授予权益数量的公告,爱乐达资讯
04-29 19:03,300696,爱乐达:2019年限制性股票激励计划激励对象名单(调整后),爱乐达资讯
最后更新,300696,,
04-19 20:21,300696,你们这些傻逼 股吧是干什么用的？是庄家号散户脉用的，用作制订操作计划的一项参考因,n993813688930814
04-19 20:11,300696,股吧是干什么用的？是庄家号散户脉用的，用作制订操作计划的一项参考因素。你们这些傻,n993813688930814
04-19 16:38,300696,爱乐达04月19日资金揭秘,资金解密
04-19 16:30,300696,谁给我5000元，第二天就有很大几率会涨停,许文强转世
05-12 23:24,002297,人民日报头版头条：我国消费“主引擎”动力强,财经评论
05-12 04:55,002297,三大股指全线大涨，7×24小时股票快捷开户，把握市场机会！,东方财富网
05-10 16:08,002297,【¥88.00】A股为何上演绝地反击？下周怎么看？,东方财富网
04-09 15:46,300719,安达维尔(300719.SZ)2018年净利降38.26%至5544.07万元 拟10派2元,财经评论
04-09 03:31,300719,北京安达维尔科技股份有限公司 2018年年度报告披露提示性公告,安达维尔资讯
04-08 23:19,300719,安达维尔:2018年年度报告,安达维尔资讯
04-08 23:19,300719,安达维尔:2018年年度审计报告,安达维尔资讯
04-10 11:05,300696,大家不玩套路行不行，A股牛短熊长，赚钱只争朝夕，来一场轰轰烈烈的涨停可好？,竊國者侯
04-10 10:40,300696,爱乐达(300696.SZ)一季度净利润预增139.03%-192.15%,爱乐达资讯
04-10 10:36,300696,27买点,喵喵爱国民技shu
05-10 07:19,300696,散户不卖不会涨，只会跌，次次灵验，唱多的不知道是怎么想的,许文强转世
05-10 07:09,300696,上市2年了，营收还是一个多亿，这是硬伤,唱多者非骗即托
05-09 16:38,300696,爱乐达05月09日资金揭秘,资金解密
05-09 16:25,300696,爱乐达必成后市最牛股,去过去
05-12 23:55,300719,刘鹤：合作是正确选择 重大原则决不让步 坚决反对加征关税,财经评论
05-12 23:45,300719,易会满讲话十大要点梳理：谈近期股市波动 强调上市公司质量,财经评论
05-12 23:52,300719,中办、国办印发《国家生态文明试验区(海南)实施方案》,财经评论
05-12 23:24,300719,人民日报头版头条：我国消费“主引擎”动力强,财经评论
05-09 14:43,300719,北京安达维尔科技股份有限公司关于回购注销2018年股权激励计划所涉部分限制性股票暨减资的债权人公告,安达维尔资讯
05-09 10:13,300719,涨停也回不了本，只能静观其变,美dei
05-09 09:54,300719,历史证明目前市场仅看好黄金与军工两板块投资机会；对于300719当前处于历史底部,起飞点33
04-29 16:44,300696,爱乐达04月29日资金揭秘,资金解密
04-29 14:10,300696,爱乐达:2019年第一季度报告全文,爱乐达资讯
04-29 13:56,300696,已经没有流动性了，除了套着的人，小散根本不敢买了,福已到达
04-15 18:28,300696,投资必须是理性的。如果你不能理解它，就不要做。如果某人相信了空头市场即将来临而卖,股神X8Y8D8
04-15 18:17,300696,爱乐达:30倍市盈率两市最纯正市值股本最小业绩弹性最大的大飞机军工股 估值方面:,Neal_Tenbagger
04-15 17:52,300696,短线23,老禅师一空
04-19 16:23,300696,高手你们这股为啥不涨！,许文强转世
04-19 16:00,300696,还是派辆车早点把我撞死吧！,许文强转世
04-19 15:11,300696,买爱乐达股票的小散都是挨了打的感觉啊 ,李上网来了
05-12 22:52,002297,好搞笑哦，明天你家股市开盘呀，还明天跌停，你有这票吗？有为什么要唱空，为什么要盼,钱迷陈小傻
05-12 19:32,002297,5.12-周末消息面回顾，周一板块机会解读，重点关注这几个方向,股侠风清扬V
05-12 19:19,002297,明天开盘跌停跌停跌停,股友CNEnUs
04-08 21:10,300719,【图解分红送配】安达维尔2018年度拟10派2元,财经评论
04-08 20:17,300719,安达维尔:关于会计政策变更公告,安达维尔资讯
04-08 20:17,300719,安达维尔:2018年度财务决算报告,安达维尔资讯
04-08 20:17,300719,安达维尔:中信证券股份有限公司关于公司2018年度内部控制自我评价报告的核查意见,安达维尔资讯
04-10 10:32,300696,靠消息涨的都不长久。,myyikaka
04-10 10:31,300696,请问截至4月10日公司股东人数是多少？谢谢,爱乐达股友
05-09 11:41,300696,额,股友zYe3j6
05-09 10:26,300696,长城军工,奇迹是不会发生的
05-09 10:18,300696,新华医疗同行业市盈率最低 第二19点几,天天浪宝宝
05-12 04:55,300719,三大股指全线大涨，7×24小时股票快捷开户，把握市场机会！,东方财富网
05-10 16:08,300719,【¥88.00】A股为何上演绝地反击？下周怎么看？,东方财富网
05-12 18:07,300719,下周重点关注农业种发,中短线投资师
05-09 09:30,300719,安达维尔5月9日快速上涨,安达维尔资讯
05-08 21:40,300719,安达维尔:关于回购注销2018年股权激励计划所涉部分限制性股票暨减资的债权人公告,安达维尔资讯
05-08 20:07,300719,安达维尔:2018年度股东大会的法律意见书,安达维尔资讯
04-29 12:36,300696,爱乐达去年净利6848万 同比降7% 董事长范庆新薪酬为43万,爱乐达资讯
04-29 10:13,300696,拉到26我就能跑了，主力快快,奇迹是不会发生的
04-28 19:26,300696,爱乐达业绩至少可以跟天和防务相比吧？所以还用再割肉吗？,福已到达
04-26 16:44,300696,爱乐达04月26日资金揭秘,资金解密
04-15 16:37,300696,今天不下来明天该下来了吧，明天两万股挂25.75，希望主力给点力砸给我感激不尽,割肉割到裆
04-15 16:34,300696,爱乐达04月15日资金揭秘,资金解密
04-15 15:17,300696,今天买进的都是人精,小心谨慎吃中段
04-15 14:37,300696,爱乐达:2019年第一季度业绩预告的更正公告,爱乐达资讯
04-15 12:53,300696,26.81挂了一万股希望主力用点力甩给我,割肉割到裆
04-19 15:05,300696,为了大家我走了，你拉吧，,是好人
04-19 14:47,300696,:做T都在不了，走了,是好人
04-19 14:33,300696,总是拿为别人好的名义来服务自己,许文强转世
04-19 14:19,300696,此股1000万丁一涨停。,桂DL5Q81
05-12 18:59,002297,一个台阶庄家不挣钱的，要上到到三-四个台阶以上 ，我如果是庄家 ，五分钟内涨停，,股友NEGV0g
05-12 18:06,002297,下周该如何操作？（周末复盘）,大河作手
05-12 16:29,002297,怎么涨停了，星期一能解套看样子,钱迷陈小傻
05-12 13:41,002297,明天低开的可能也很大！因为上面套牢盘很多，也是周线阻力位！不过不论高开还是低开，,股友ircdKI
05-12 13:00,002297,大飞机概念股002297博云新材追踪20190510,胡远强
04-08 20:17,300719,安达维尔:关于举行2018年度业绩网上说明会公告,安达维尔资讯
04-08 20:17,300719,安达维尔:2018年年度内部控制评价报告,安达维尔资讯
04-08 20:17,300719,安达维尔:2018年年度报告摘要,安达维尔资讯
04-10 10:25,300696,拉个涨停能让主力感觉睡不着觉,丰收哥的一天
04-10 10:09,300696,直线拉升，即将启动。,女人伤心的泪
04-10 09:48,300696,爱乐达4月10日快速上涨,爱乐达资讯
04-10 09:46,300696,爱乐达4月10日盘中涨幅达5%,爱乐达资讯
04-10 01:30,300696,军机项目，划重点，要考的！,要命要钱要色9730
05-09 09:52,300696,真佩服死多的勇气和无知。跌一半还嘴硬,只见秤砣
05-08 20:25,300696,死多，一坨狗屎。呵呵。不好意思。你们委屈了。,只见秤砣
05-08 20:25,300696,就喜欢二货们看多再套30%,只见秤砣
05-12 15:02,300719,11.6卖了一半，不知道下周一有没有机会做个T[牛],小散深度潜伏
05-12 09:14,300719,央企合并混改__绩优小盘__低价超跌__增持注销2,宁捂底不套顶
05-11 20:03,300719,安达维尔航天军工股:买！买！买！,话说股市001
05-11 19:34,300719,涨停复盘：A股现神奇“深V”走势 涨停股多达111只,财经评论
05-08 20:07,300719,安达维尔:2018年度股东大会决议公告,安达维尔资讯
05-08 14:22,300719,安达维尔5月8日快速上涨,安达维尔资讯
05-07 16:35,300719,安达维尔05月07日资金揭秘,资金解密
04-25 22:13,300696,去年三季度股东总数14000户，截止昨天股东总数11000户，减少了21%,Neal_Tenbagger
04-25 20:03,300696,爱乐达:独立董事关于第二届董事会第五次会议相关事项的事前认可意见,爱乐达资讯
04-25 20:03,300696,爱乐达:广发证券股份有限公司关于公司2018年度募集资金存放与使用情况之核查意见,爱乐达资讯
04-25 20:03,300696,爱乐达:广发证券股份有限公司关于公司2018年年度跟踪报告,爱乐达资讯
04-25 20:03,300696,爱乐达:广发证券股份有限公司关于《成都爱乐达航空制造股份有限公司2018年度内部控制自我评价报告》的核查意见,爱乐达资讯
最后更新,002297,,
04-15 11:56,300696,看好就要拿的住。。。。谨以此图警醒自己,花千树2
04-15 11:32,300696,减持期间，注意安全！,大爱无疆168
04-15 11:24,300696,抓紧上车，下午拉升！[牛],股神X8Y8D8
04-15 11:15,300696,底部区域，业绩反转，军工龙头加仓。,桂DL5Q81
最后更新,002297,,
最后更新,002297,,
最后更新,002023,,
04-19 14:12,300696,600523涨停了,桂DL5Q81
04-19 14:11,300696,别叫爱乐达了 爱秘密更适合你,坐等心想事成
04-19 14:09,300696,今天必翻红,龙之吻6
05-12 09:12,002297,央企合并混改__绩优小盘__低价超跌__增持注销8,宁捂底不套顶
05-12 08:54,002297,这刁毛什么情况,圆你一个梦
05-12 06:09,002297,义博云天，大气,三秦之岭
05-11 22:30,002297,周末新闻利好壳资源和股权转让，凯恩股份壳资源加军工世能氢电借壳区块链,股汇纵邦
05-11 18:30,002297,明天跌停呀，玩个屁,不玩垃圾
04-08 20:17,300719,安达维尔:独立董事关于续聘会计师事务所的事前认可意见,安达维尔资讯
04-08 20:17,300719,安达维尔:中信证券股份有限公司关于公司首次公开发行股票2018年度持续督导跟踪报告,安达维尔资讯
04-08 20:17,300719,安达维尔:2018年度独立董事述职报告(徐阳光),安达维尔资讯
04-08 20:17,300719,安达维尔:董事会关于2018年度募集资金存放与使用情况的专项报告,安达维尔资讯
04-09 23:07,300696,仅仅是猜测：此股一季报着难了,韮菜蔫耳
04-09 22:55,300696,明天的走势可以验证一下,股友WvOiBr
04-09 21:29,300696,明天跌停,股友IGI0Zy
04-09 20:14,300696,爱乐达(300696.SZ)一季度预盈2171.84万元-2654.48万元,爱乐达资讯
04-09 20:13,300696,最小的流通盘。最小的军工板块市盈率。以上简称小二：上菜三盘,轻轻微风吹
05-08 16:37,300696,爱乐达05月08日资金揭秘,资金解密
05-08 16:25,300696,一切都在改变。,和平使者10
05-08 14:51,300696,有谁能说说这个为什么这么辣鸡,恩召哥哥
05-08 13:36,300696,看狗杂种拖们还bb要跌吧？,福已到达
05-07 14:06,300696,拉升的速度那么快，叫别人怎么玩,奇迹是不会发生的
05-11 18:32,300719,迪生力，大牛股来了。,黑黑的那种哦
05-11 18:23,300719,牛！安达维尔 机载制氧机 通过飞机测试,bg200832132
05-11 18:23,300719,安达维尔：公司目前具备部分737MAX的部件检测和维修能力,bg200832132
05-07 10:06,300719,安达维尔5月7日快速上涨,安达维尔资讯
05-06 16:34,300719,安达维尔05月06日资金揭秘,资金解密
05-05 17:22,300719,安达维尔讯：飞机防护装甲有望本月底正式交货。,起飞点33
05-01 09:32,300719,下周开始逐步低吸,起飞点33
04-30 16:46,300719,安达维尔04月30日资金揭秘,资金解密
04-25 20:03,300696,爱乐达:募集资金年度存放与使用情况鉴证报告,爱乐达资讯
04-25 20:03,300696,爱乐达:关于续聘2019年度审计机构的公告,爱乐达资讯
04-25 20:03,300696,爱乐达:关于召开2018年年度股东大会通知的公告,爱乐达资讯
04-25 20:03,300696,爱乐达:监事会关于2018年度内部控制自我评价报告的核查意见,爱乐达资讯
04-29 16:21,002297,博云新材04月29日资金揭秘,资金解密
04-29 15:36,002297,坚持120元目标不变，明天发了工资就加仓。[买入][买入][买入],万金元宝
04-29 15:03,002297,我看8.38的出来怎么跑，都套死你们。,chenchen28
04-29 14:49,002297,今天双T，等明天,见血疯吼3
04-29 14:23,002297,今天有6个点跌呀,金牛在天上飞
04-29 13:18,002297,002297云新材，十年五倍or十年十倍之四,校长a
04-15 10:55,300696,坐等补缺口，50万资金已到位,割肉割到裆
04-15 10:37,300696,你好，请问2019年的分红计划,小小蓝月亮
04-15 10:13,300696,公告：洗盘也好，拉高出货也吧，各有各的判断，最后肯定有入人对，有人错。时间有长短,轻轻微风吹
04-15 10:06,300696,君不见，走马川行雪海边 平沙莽莽黄入天。君不见：爱乐达，连续几年营收1.1亿左右,轻轻微风吹
最后更新,002297,,
04-18 14:55,002297,今天底仓回补的有点多，先出一点8毛5进的仓,见血疯吼3
04-18 14:54,002297,今天就这样吧，已经很不错了,锁心冰封
04-18 14:17,002297,压单太多了，先出一点。,修罗道斌
04-18 13:58,002297,来个板行不行,股海鑫经
05-10 11:26,002297,博云新材5月10日盘中涨幅达5%,博云新材资讯
05-10 11:26,002297,博云新材5月10日快速上涨,博云新材资讯
05-10 10:50,002297,处处有阻力,修罗道斌
05-10 10:23,002297,@见血疯吼3 请教：我的场内基金亏了5个点，现涨了2个点，如果现在T出去，就一直,DL朝阳
05-10 10:16,002297,黄伯云老师名字不值10元吗？,红利私募1
最后更新,002023,,
05-12 23:55,002023,刘鹤：合作是正确选择 重大原则决不让步 坚决反对加征关税,财经评论
05-12 23:45,002023,易会满讲话十大要点梳理：谈近期股市波动 强调上市公司质量,财经评论
05-12 23:52,002023,中办、国办印发《国家生态文明试验区(海南)实施方案》,财经评论
05-12 23:24,002023,人民日报头版头条：我国消费“主引擎”动力强,财经评论
05-12 04:55,002023,三大股指全线大涨，7×24小时股票快捷开户，把握市场机会！,东方财富网
04-19 13:52,300696,此股军事秘密多，要么不涨，要么连续涨停。,桂DL5Q81
04-19 13:52,300696,看着5G天天涨，这股秘密太多，决定跑路。,桂DL5Q81
04-19 13:50,300696,您好！请问公司是否为歼20提供零部件？谢谢！,爱乐达股友
04-19 13:23,300696,狗日的庄家，为了筹码真的是拼了！压吧，,福已到达
05-11 17:02,002297,博云新材疯了吗？难道要否定这波大熊市？这也太夸张了，连续6个涨停。,丁蟹卷土重来
05-11 16:02,002297,5月的军工板块有望迎来新一波拉升！,领君_2019
05-11 15:56,002297,薄出新裁,一网打尽88
05-11 14:18,002297,博云，路在何方？！,跑得不太快的小马
05-11 11:51,002297,历蓝风分享：“山峰”和“山谷”，极少人知道，懂的都是高手,历蓝风看盘
04-08 20:17,300719,安达维尔:2018年年度报告披露提示性公告,安达维尔资讯
04-08 20:17,300719,安达维尔:独立董事关于第二届董事会第三次会议相关事项的独立意见,安达维尔资讯
04-08 20:17,300719,安达维尔:关于召开2018年度股东大会的通知,安达维尔资讯
04-08 20:17,300719,安达维尔:关于调整募集资金投资计划的公告,安达维尔资讯
04-08 20:17,300719,安达维尔:2018年度独立董事述职报告(樊尚春),安达维尔资讯
04-09 19:56,300696,都说了财务不给力没说错吧！不到三个小时就来个业绩预告更正。请问公司最近获知的股东,爱乐达股友
04-09 19:22,300696,爱乐达最大的问题个人觉得，股东想减持，结果没人接。,百思得缠
04-09 18:45,300696,越秀金控昨天公告一季报增110%-150%今天涨了5个点，乐爱达就算不涨也可以止,wb千万别满仓
04-09 18:43,300696,恭喜留下的各位，明天起三个涨停板，拿住了各位,割肉割到裆
05-07 13:54,300696,盘子小，业绩还可以，咋就这么弱呢,唱多者非骗即托
05-06 14:34,300696,军工科技股国睿科技爆发了。,云上漫步777
05-06 11:47,300696,大盘死的透透的，谢谢你全家啦,奇迹是不会发生的
05-06 09:21,300696,碉堡了，爱乐达开始为国际民航发动机双巨头GE(通用电气)和RR(劳斯莱斯)提供航,Neal_Tenbagger
05-05 07:15,300696,巴菲特：波音737MAX发生的问题不会导致航空界大的转变波音737飞机近期频频出现安全问题，在回答投资者关于飞机安全驾驶和是否该继续用模拟机培训驾驶员的提问,股友WvOiBr
05-11 17:26,300719,无意间看到这个贴子，太神奇了，真有神人,胖可韭菜芽
05-11 16:02,300719,5月的军工板块有望迎来新一波拉升！,领君_2019
05-11 16:02,300719,安达维尔技术分析这才是小盘袖珍股，千里挑一的股，盘小，业绩好，无负债率。股价低才,端凌股份
04-30 14:40,300719,300719减持压力再次打回2440点原形，机构无心参与只有企业变革后才有希望，,起飞点33
04-29 16:44,300719,安达维尔04月29日资金揭秘,资金解密
04-29 10:40,300719,安达维尔4月29日盘中跌幅达5%,安达维尔资讯
04-26 16:44,300719,安达维尔04月26日资金揭秘,资金解密
04-26 13:16,300719,千万别有托单。,义之金叶神
04-25 20:02,300696,爱乐达:第二届董事会第五次会议决议公告,爱乐达资讯
04-25 20:02,300696,爱乐达:第二届监事会第四次会议决议公告,爱乐达资讯
04-25 20:02,300696,爱乐达:2018年度非经营性资金占用及其他关联资金往来的专项说明,爱乐达资讯
04-29 12:37,002297,博云新材4月29日盘中跌幅达5%,博云新材资讯
04-29 11:09,002297,先T一把再说,见血疯吼3
04-29 11:05,002297,肉已割留下发财,天许晓风青
04-29 10:40,002297,半仓！已进半仓！,极乐仙境
04-29 10:38,002297,博云新材未来市值500亿，看耐心了,一个买股票的傻子
04-14 23:03,300696,明天能跌到25.5左右就好了,丰收哥的一天
04-14 22:12,300696,这股是冲着国产大飞机来的，和尼玛波音鸟几把关系,股友YDXXZXB
04-13 16:25,300696,爱都没有了， 乐都有吗？ 达到目的？ 是不可能的！！[俏皮],心想事成194
04-23 21:09,002297,002297 十年五倍or十年十倍？,校长a
04-23 16:57,002297,解禁股出来是亏本卖吗,chenchen28
04-23 16:19,002297,博云新材04月23日资金揭秘,资金解密
04-23 15:03,002297,散了，都散了吧。这票已经被庄玩坏了。,修罗道斌
04-18 11:34,002297,中午有公,前方路滑
04-18 11:00,002297,恶心，狗庄又在做t.,修罗道斌
04-18 10:48,002297,翔龙十八涨,无聊的赚钱
05-10 10:10,002297,严重肾亏股,上上之言
05-10 09:49,002297,这么阳痿,股友5S9lfi
05-10 09:10,002297,晚上有好消息吗，逆势拉升,小胖熊宝宝
05-10 08:31,002297,今天涨停,股友5S9lfi
05-09 16:18,002297,博云新材05月09日资金揭秘,资金解密
05-11 19:16,002023,如果把海威华芯分拆上市那么上一百是完全有可能的，装在海特高新里也就十七八块吧,炒股泡妞
05-11 04:42,002023,李飚如果用你的股份赠送长期持有者是开创中国股市首例,选好股才能挣大钱
05-11 04:37,002023,李飚用你自己的股份对长期持有海特的送点股是大利好,选好股才能挣大钱
05-10 16:08,002023,【¥88.00】A股为何上演绝地反击？下周怎么看？,东方财富网
05-12 23:50,002023,5G迎来重要时间窗口期 近10亿元大单涌入15只概念股,财经评论
05-12 23:57,002023,海特高新董事长：重金买飞机做租赁 意在完善公司航空产业链,海特高新资讯
