gengxin,id,title,zuozhe
01-29,300696,乐乐加油吧。,笑?
01-29,300696,成飞集成，龙头打出空间了,功小雯
01-27,300696,爱乐达: 军工基金必须超配进场 PK 美战斗机2300元.,梦紫云
01-27,300696,业绩预测，最低1.91元，最高2.96元。10转10送10，分红18元。,殷名姝
01-24,300696,31日前公布预报，等待岛型反转的出现,闻人振宇
01-24,300696,国资委重磅动作助力央企改革 基金锁定19只概念股持仓250亿元,酒神一诺
01-24,300696,都在等高送转吧，量这么小,财友djnedsdp
01-24,300696,四季度负增长，全年微增。,谁点谁发财
03-19,300719,逼着割肉走人,守彦慧
03-18,300719,安达维尔上市以来就没什么表现,股市安歌
12-20,300719,一枝独秀,木杉_7rqw
10-11,300719,今天继续滚动操作，必胜,五以彤
10-08,300719,超跌,jrj_2iv11l
09-26,300719,主力出逃,王军陕中二附
03-31,300719,安达维尔下周走势,财友fkkjhitg
03-31,300719,300719在北京好多项目为环保从12月到3月15必须停工，一季原因特殊,叔怜雪
03-31,300719,只有比较才能看得更清楚,历河灵
03-31,300719,安达维尔周一带领军工股大跌，,粟怡悦
03-30,300719,今年是军工元年，安达维尔所汲及的军工业务广泛，通用航空，大飞机，军工品制造，军民,夔醉波
03-30,300719,(不忘初心，继续向前)安达维尔5个板(25.70元)换手率之和才0.10，6个板时(28.27元)换手率之和才0.14，7个板时(31.10元)换手率之和也才0.31，当时大家是多么珍惜手中的票。,cs-ak-47
03-30,300719,终于卖了这个垃圾，心情舒服多了,MichaelII.
03-29,300719,业绩比七一二好，盘子比他轻多了，价格比他便宜。有什么理由不涨？！,财友naygjucf
03-29,300719,静静的看着主力 割韭菜 心生敬畏 T加1的牛逼,摆款儿
01-24,300696,跳大神的开始跳吧！天会收你的......,QuintionEise
09-14,300719,这狗庄怎么了，套我6个多点了,任红英
09-14,300719,恐慌盘跑的真干净~下周不一定低开~如高开当天反包……如低开调整两天……周末小道消息新股停发了，,佟佳白梅
09-14,300719,16.58己出来了！谢谢你主力哥哥挣了27万！,TinaHosea
09-14,300719,16.07买的，直线拉升的时候还以为抄底了,地下水库
09-07,300719,哈哈14.1元跑了快下去1元了,股市沛山
09-07,300719,11月6700万股解禁主力咋玩！,变起萧墙
09-06,300719,你到底是不是军工，浪费行情,财友qwulujhb
09-06,300719,603693和你比较，买你，可惜。,花鸟画
09-05,300719,下午必涨停,财友gggqforc
09-04,300719,14.1元全抛了主力可以自己玩了,闭飞阳
08-02,300719,庄家实力还是不够强，为什么不继续向11元挺进？没种,隆正诚
08-01,300719,建军节都不给军工股一点面子,A宇洋泵业
07-03,300719,12见,季蕊珠
06-07,300719,会不会公布签订合同的具体情况,财友tddkxgjg
06-07,300719,今天会不会涨停板，开盘就加仓买入。不等了,盈夜春
05-31,300719,看看横店影视3月12以后的走势，,鲁凝然
05-31,300719,严重超卖，周四开始反弹,暗水天狼
03-29,300719,不讲政治的公司完了，走了，昨天今天把坚持半个月的利润全洗了，祝留下的发财。,财友寄柔
03-29,300719,本周换手率将达到250%,utltswiqdq
03-29,300719,昨天一天亏18个点，今天要不要止损，还有机会吗？各位大神！,AugustBertra
03-28,300719,彻底完蛋了，34买了100手，想死的心都有了，彻底套住了啊,股市靖之
03-28,300719,辣鸡主力跑了？强烈要求查查谁搞的，把大爷扔山顶上！,税丹南
03-28,300719,老哥们，今天追高的请发言,财友rpivrnyy
03-28,300719,妖不妖，只求你不骄。,财友gojrubri
03-28,300719,辽宁舰南海亮剑军演，贸易战谁怕谁,仵春冬
03-27,300719,只要今晚不关小黑屋，719三板已经妖相符合了。,尹桂华
03-27,300719,3板有机会成妖，明天能缩量涨停的话就看5板，再停牌，出来再2板，有3能有5必有7,司马绮丽
03-27,300719,第一僵尸股600421st仰帆，一天成交金额才200多万元,淳于雁卉
03-27,300719,仔细看 居然和万兴科技的前三板一模一样 这是要走妖的节奏啊,LetitiaLucas
03-16,300719,今天的安达,FredericaLat
03-15,300719,庄家：到20日均线来，我挺你！,小新的微笑
03-15,300719,安达 安达,盛山蝶
03-15,300719,激励时的股价，没有内部激励的2倍以上，员工认购的积极性根本没有，激励政策可能流产，就是说必须确保激励时股价26.50元以上(13.25元x2)，员工才有认购积极性，必竞激励的股权限制还很多。,析坚成
03-13,300719,放不出量，2月的高位套牢盘套的太多，没戏,板砖手甲
05-30,300719,安达维尔，新图，多提宝贵建议！,蚁乐儿
05-30,300719,300719..想吸引眼球.就大胆的干.,罕慕雁
05-30,300719,快跑待会还会绿的,KerrJack
05-29,300719,速度补仓，谨防尾市拉升,SebastianGar
05-29,300719,21.50买了5千股，亏9.8个点，站在山顶上看风景,股市琪华
05-28,300719,开盘买的，收盘被套9.78个点，哎，真心很累！,财友mebwxyxp
05-28,300719,到了23通知我，我跟累,金华夫人
05-28,300719,我坚定好看这个礼拜要创新高，不然前面一波主力是白洗了,财友owlubdxi
05-27,300719,有卖后悔药吗？,我爱黄河
05-27,300719,这票明天还有戏，游资丰谷泽管网都公布出来了。期待明天高开成妖。,财友wncjlijo
05-27,300719,炒军工就是炒消息，特不靠谱又变卦了和朝鲜又好了，特金会谈要如期举行，周一开盘看谁,格古通今
05-26,300719,公司高层前几天已经跟各大金融机构开完会了。应该有动作了。动作不能小。,财友offgqkge
05-25,300719,凡事上涨五个点都必须走，目前不具备涨停条件。,天堂魔鬼
05-25,300719,星期一跟，鸣巾一起出货了，留下的兄弟发财。,KamaRaman
03-13,300719,慌什么？今天会板！,财友huwovgrq
03-12,300719,这种做盘,财友景明
03-12,300719,这里振仓，只能说明庄弱,晶*娃娃
03-11,300719,该股概念独特,十一月雨
03-07,300719,22.56撑不住就得散伙了,财友yualenui
03-07,300719,据法新社6日报道，一架俄罗斯飞机在俄罗斯驻叙基地坠毁，机上32人全部遇难。安全座椅价值无限啊！,旷冰之
03-06,300719,安达维尔 明天能到24.3出掉了,南辞旧夢
01-29,300719,快抢尾盘！千钧一发！,戚河灵
01-29,300719,年报太好了！,ElliotJeames
01-29,300719,还有2天出公告,以后还很长
01-29,300719,一群不知死活的接盘侠,财友gbhcybsf
01-28,300719,*业绩预增没风险，真正军工股市场年度炒作标的,卫以彤
01-27,300719,尾盘竞价买入，坐等礼拜一阳包阴。,颜依云
01-27,300719,我亏了五个点，但我把股票放起。安维达尔必竞是高成长公司，股本较小，年报快出了。股,财友gjbkqguq
01-26,300719,安达维尔与法尔胜下周一联袂巨单焊死涨停板！！！,LynnTony
05-25,300719,排队成交，下周会走连板走势,财友jcdlccwi
05-25,300719,半小时内涨停,财友lagxwukb
05-24,300719,今天安达维尔终于强过龙江潜艇了，少跌了不少,付充
05-24,300719,早说了：操盘手太垃圾必须换。,告映雪
05-24,300719,不解套是不会割的。,施谋用计
05-23,300719,安达维尔看涨,财友ac54608m
05-17,300719,多年经验，开盘20均线下面今天攻不上20均线！,股市雅琴
05-17,300719,经典的,hfxhbgknby
05-16,300719,安达维尔大幅拉升，成交量放大,梦琬凝
05-16,300719,抛单太重，走了，你们玩。游资试盘，也吓到了。,BorisDuBois
05-14,300719,安达，说好的填权行情呢？,运明喆
05-14,300719,换力盛赛车了,寿彭丹
05-14,300719,下午暴力拉升,财友kynngcdm
05-14,300719,直觉,拔涉只为终点
05-13,300719,母亲节第一艘国产航母下水，对于安达维尔算利好吗？,析坚成
05-12,300719,300719 演绎填权还是贴权,财友naygjucf
05-11,300719,尾盘进1000手，老规矩周一高开就走，我就是混饭钱的。,没有糖吃的孩
01-26,300719,这波22见拜拜 这波22见拜拜 这波22见拜拜 这波22见拜拜 这波22见拜拜,蓟天晴
01-26,300719,安达维尔股东提议2017年每10股送转13股,焉俊楚
01-25,300719,静静的等 静静的等 等到25再下手！,友明达
01-25,300719,本来想明天在买，怎么提前了？没管住手，28，42买入，祝福我吧！,闭飞阳
01-25,300719,反弹最后的逃命机会 错过了只有关死了 不求多赚但求不陪,财友思柔
01-25,300719,安达基本面不变创业板岛型反转，尽管诱空鬼子拖延3曰被多主力围歼时间，却无法阻挡火,o≮??≯o
01-24,300719,点评安达：耐心待年报出来！预计年报26号晚提前2天出！明天是主力大幅建仓 春节55元目标不变,财友olovgpdb
01-24,300719,新一，今天次新氛围这么好你不拉起来？难道割肉了？,季山雁
01-24,300719,明天一个低开 技术上就是 空方的空中加油 两边都缺口 跌起来起码跌的要死,碧鲁秀梅
01-23,300719,安达维尔；军民融合高端装备有噱头，但是次新股受到打压,检雨彤
01-23,300719,暴风雨过后依然是美丽彩虹！,苟夏波
01-23,300719,新年军民融合第一股，雪中送炭厚德载福！,LeifStowe
01-23,300719,【达沃斯】世界经济论坛2018年年会开幕,酒神一诺
01-23,300719,百分之二十也是钱，不贪不贪，我就是不贪！,粘人上瘾
01-16,300719,安达维尔：全资子公司获得二级军工保密资格,xz900879
11-23,300719,"抱团取暖的所谓白马蓝筹股筹码果然开始松动,局部踩踏刚刚开始发生",酒神一诺
10-26,300719,大会为今后政策导向指明方向 应认真研读领会，把握投资方向,酒神一诺
10-12,002297,"博云新材,其实下跌中也是有机会的",银龙二号
10-11,002297,今天应该收阴线是好事,文迪好
10-11,002297,C919大型客机首架机机头部段15日将抵达上海,唐小乐
09-12,002297,"尾盘吸筹不少!!一波行情即将来袭,预测今天涨幅3%",十年壹剑
09-12,002297,准备拉升,柠檬小滴
09-12,002297,请大家不要在股吧里乱说话,水上伊人
05-11,300719,跌停板，星期一回,财友wmujvhtd
05-10,300719,后市猜想,财友傲南
05-10,300719,那个一千多手，一挂一挂，是要显示你什么吗？操。,森星然
05-09,300719,明天大阳线，抓紧买进,辛清妙
05-09,300719,安达维尔你今天表现一般，明天必须开始加速，要不会浪费掉你辛苦建立起来的交易部位！！,VincentWyat(
05-09,300719,不会和中新赛克走势一样吧？今天长下影、明天长上影、后天长阳。,财友rwdfgsno
05-08,300719,19.83？,ydckcinvhk
05-08,300719,明曰一字板,VickyCarnegi
05-08,300719,该走的都走了，今天买的明天每股送5毛钱当零花钱，明天高开高走，一个月内轻松涨50%填权，不错。,财友fufmszzk
05-08,300719,安达已经错过了发动行情最有利的时机。,高傲菇凉
05-07,300719,明天送股，我还没进货，能下来点吗？,机器零件
05-07,300719,今天给甩下车的来报个道,皇芳苓
05-07,300719,无量观望！,尤德运
03-26,002297,利好大飞机变利好空客了？,陀乐悦
03-26,002297,定在02竟然成交了，还分二次成交，是褔是祸？,财友sfzfmvrp
03-28,002023,海特高新应该去掉高新两字，改名为海特修理厂，免得沽名钓誉贻害股东。,tmjnedljtz
03-28,002023,一预报没公告，就是芯片利润相当于去年卖的银行股份的钱，一季度芯片已经量产了,ctmcflxuus
03-28,002023,踢他，卖卖卖，5日线接，不要怕做飞，没有涨停基因,财友开朗
03-28,002023,卖出部分，基本不用天台见了吧,财友gbhcybsf
03-27,002023,我发现你不是芯片军工航空概念，你是科创概念,甘巧香
03-27,002023,从我十年看盘经验来看，,戊文漪
03-27,002023,士兰微板了，海特是不是芯片 ，就看着一波了。,财友cniijcxp
03-27,002023,海特愧对我对他的期待呀,随依波
03-26,002023,今天快速洗盘，这周还会创新高！,财友rjlfkqjl
01-09,002297,博云新材：拟发行股份收购湘秋投资旗下高端刀具设计制造资产,公告点评
10-11,002297,为什么走成这样?请明白的人指点迷津!,恭喜发菜
10-10,002297,绝对其实的官方消息,女人如股票
10-10,002297,"通知:出货咯,散户准备接货",自由在高处
10-10,002297,"今天的走势有点怪,应该有消息上的变动",凌波仙羽
10-10,002297,国家队要收购博云新材了!,swbjwaini123
10-09,002297,"最新动态:本次目标20元,十月份将启动3倍牛股!",没说过真话
10-09,002297,"还在这忽悠唱多的朋友们,都洗洗睡吧!",灵感奇袭
10-09,002297,"年底上20元,不是梦,不管大盘涨跌。",詹姆斯_邦纳
10-09,002297,博云新材的主升浪从明天暴发,周围大妈们
10-08,002297,"我的仓位,给点意见",无可保留
10-08,002297,"002297:调整4年,10月将创历史新高!",GOGOGO2M
10-08,002297,haha,舞动奇迹3
10-07,002297,"十一后,此票开盘会拉得让阀门都停不下来………买小马就靠你了",硬是没打下来
09-12,002297,"上午分别买入方大碳素,东凌粮油各一万股!今博云新材不是有个网络见面会嘛,如果二点",mjh989
09-12,002297,"才弄明白博云就是黄伯云啊,2004年感动中国十年一剑,填补国内空白那个",总务职务
09-12,002297,"002297:中报巨亏,赶紧走人!",郎迷兽
09-12,002297,博云新材股东减持1125万股套现1.41亿,文迪好
09-12,002297,"002297:中报盈利230万,转型获得初步成就!",金金相析no
09-12,002297,"博云新材:云雨过后,就是连续涨停!",互相帮忙
09-12,002297,"怎么这么垃圾,一下子跌这么多。。坑爹啊",康复路
09-12,002297,空军发布招飞宣传片:歼10、歼11配合击落“敌机”,百万或是梦
09-12,002297,"还好有人接盘,相信你",昨日云端
09-12,002297,妈个c,隐藏在背后
09-12,002297,"博云新材:今天又两条利好消息,快看!",I要减F
09-12,002297,"习大大中国梦,习大大最伟大调研员",镇守湘江
09-12,002297,"博云新材:C919即将首飞,垄断+盈利反转造特种牛股!",大智无定指
05-07,300719,本周是安达维尔黄金操作阶段，等待今天低点买点，明天送转股权登记。,暗水天狼
05-06,300719,5个点定律,言香春
05-05,300719,麻烦哪位大神，以现价算算除权后股票是多少钱。股市小白,随方逐圆
04-27,300719,人家高送10转5的都涨得特停了，你在磨蹭什么？,回顾曾经
04-27,300719,安达维尔全票通过2017年分配预案转增5股分红0.5元,满天星*^_^*
04-27,300719,每次冲高 视作逃命的机会,果琼诗
04-27,300719,全票通过10转5股，一周内送股除权才17元，要涨停,富小春
04-19,300719,一波比一波低快跑啊！,JoanneDalton
04-19,300719,告诉大家庄家是上海的瘪三做庄,财友vjvnlpbp
04-18,300719,单针探底成功，30日线获得有效支撑,说秀筠
04-18,300719,成交量很低，但有拉升。请问今天是洗盘吗，明天该怎么走,听曲客
04-18,300719,昨天我说出货，有人反驳，今天出来唠嗑啊,财友rxvhiicm
03-26,002297,重大事件,戊代双
03-20,002297,珍爱生命谨防跳水,夏侯灵溪
03-20,002297,2019年底大飞机审飞，两会说的！,JessicaAdela
03-20,002297,坐稳了，主力砸盘为了周五的重大利好做准备，明天目测有一波起飞,建彭祖
03-20,002297,来吧青年,涂不拾遗
03-20,002297,昨晚和几个高校校长一起吃饭 他们说 别做梦了 这个股五年以内没行情 庄都跑光了！,卿铃语
03-18,002297,开盘已经全仓了，大家随意，中期持有,JosephSandy
03-18,002297,消息都出了还不涨，说明主力不想拉升，我已被套，不希望各位再步后尘。,财友tzovjbft
03-18,002297,下午机会来了，前两天招洗盘，洗出去的各位散友，下午一定抓紧时间进来,力映波
03-18,002297,托单一撤就惨了,银绞丝
03-18,002297,昨天洗盘充分，量能减少，今天铆足马力继续上攻！向上9元进发！,隗森丽
03-15,002297,今天中午个几个私募基金经理一起吃饭 他们说002297 能涨到100一股 快抢啊！,D调的浪漫
03-26,002023,闭着眼睛给我买明天反包涨停，立帖为证,fmz_84
11-15,002297,博云新材：停牌拟购买工模具行业资产并募集配套资金,xz900879
11-08,002297,博云新材：拟挂牌出售控股子公司博云汽车83%股权,公告点评
11-07,002297,博云新材：拟挂牌出售博云汽车82.59%股权,xz900879
10-19,002297,博云新材：全资子公司收到政府补助500万元,公告点评
09-11,002297,博云新材：控股股东内斗升级 粉冶中心被诉要求解散,xz900879
08-02,002297,博云新材：拟向高创投收购伟徽新材5%股权,公告点评
06-26,002297,不守职业道德和规矩的公司。应该对董事长严,陕西股友
06-26,002297,这个公司出尔反尔，是个不守职业道德和规矩,陕西股友
05-03,002297,扫货白酒股!,火星股友
04-08,002297,反弹中重点关注个股（附股）。,江苏股友
03-28,002297,房地产政策挤压社会资金流入股市,北京股友
03-24,002297,港媒:银联正式暂停内地客透过银联卡刷卡买港楼,北京股友
03-13,002297,博云新材：合资公司可满足C919国产大飞机的订单需求,xz900879
10-07,002297,博云股份---,普欣
10-06,002297,"博云新材:牛股之旅,节后开步!",鼻涕虫没鼻涕
10-06,002297,改名中国航材!第三股东收购!做下夢!,情缘于网
10-05,002297,票的本质是很好的,看你还得瑟
10-04,002297,知道博云解禁后为啥不跌?C919飞机轮胎爆破危害程度测试试验顺利完成,尽力而不为
10-02,002297,"博云新材:下一个百元企业,加速买持!",恭喜发菜
10-01,002297,等不着大跌:这是大涨的节奏哇!,天仙小迷糊
10-01,002297,"002297:该跌不跌,这是要暴涨的前奏哇!",b000z
10-01,002297,"滞涨博云:该跌不跌,这是要暴涨的节奏哇!",妖股不除
10-01,002297,002297:大飞机将带动多少小伙伴一起飞,浅唱相思情
09-30,002297,博云的大股东志大如天,江湖大鳄
09-30,002297,"若再盘一个月就快年底,1月21日7000万增发股解禁,到时候不崩盘都难",沈阳老李
09-30,002297,"请哥哥姐姐们,帮帮我",乖乖的烛光
09-19,002297,19万手封单几分钟变成6.8万，自己想想,暴雪绿
09-19,002297,托单出货行情,wenlu_010010
09-12,002297,"一字涨停6.29亿元,用于收购并购伟徽新材100%股权项目以及补充流动资金。",小高杨
09-12,002297,早晚要飞天,wuweiyiqie
09-12,002297,12.84就那么难站稳吗?,喷P民爱骨头
09-12,002297,"002297:汽车刹车系统的亚太股份16元,搞飞机的博云股价该多少元",导路人99
09-12,002297,"终于卖了,挣了4个点,耽误行情了。",天使们的轨迹
09-12,002297,叫空叫得最嚣张的就是些空仓者,辽K00000
09-12,002297,"002297:重大利好,霍尼韦尔博云正式生产",哈里无可取代
09-12,002297,"大股东都才开始跑,调整短期不会结束,什么时间跌停再买进不迟",蓝樱梦雪
09-12,002297,大飞机千亿规模产业链已形成带动制造业转型升级,解放年代
09-12,002297,可以满仓了,walkerlast
09-12,002297,"明天是节前最后一天,牛市惯例要大跌的",小高杨
09-12,002297,庄真好.刚卖了100股,飞越迷雾6409
09-11,002297,"大家割吧,不可能大涨的。",慧当凌绝丁
04-18,300719,台湾海峡军演，航母海试，叙利亚开战，高送转，我就不信不涨！,KellyCrichto
04-17,300719,大盘不好，个股岂能独善其身？我真佩服抄底的人的勇气！,衅俊爽
04-16,300719,全仓介入,敬南珍
04-16,300719,可以走了啊,FrancesThoma
04-16,300719,今天应该是军工最先异动,vfwefzncle
04-15,300719,周五32.80t掉的部分不晓得周一还能拿回来不？,嘉吉星
04-14,300719,动武了，,暴浩慨
04-11,300719,远方的朋友大声点我听不见把手挥起来 一起唱…洗刷刷洗刷刷~~,财友iwcoyutd
04-11,300719,有本事砸，砸到27我收8000股。,BuckChapman
04-11,300719,28.42全仓买入！,财友wggioken
04-10,300719,赶紧跑路，后续连续调整要来了,励宏壮
04-10,300719,这个跌停，毫无理由啊,财友xkwxirtg
04-09,300719,还有这种好事；31.02都能买的到；谢谢老板,PoppyFreeman
04-09,300719,北京的土豪和大鳄们！是你们该出手的时候了，王者风范！全靠你们演绎！很多股民都说全,岩居之士
03-15,002297,明天有人要干大飞机了，希望你是龙头,BOpeep
03-15,002297,早上买入的爽吗？,财友qthcyksw
03-15,002297,为什么要压盘。,CelesteCotto
03-14,002297,坐稳了,太清氅
03-14,002297,我是主力，明天7.9吸筹码，请配合,股市婉娜
03-14,002297,哈哈哈哈，昨天涨停卖的今天跌停买的。爽！,财友mhjgzzhh
03-14,002297,大飞机特殊材料，到底要不要飞呢,财友gonvdcbr
02-21,002297,又给套住了，听专家话出来休息几天再来玩就好了，这次又成岗哨了，什么时候有人来替换啊,白色……情人
02-21,002297,日 挂涨停卖不出去,财友ejfuxvon
02-13,002297,这股年报预报如何,老泰米
01-08,002297,那个啥子技术不是特牛逼嘛，该你出来溜达溜达了,tnynyxcvqw
01-07,002297,放量滞涨，尾盘看来真要跌,Me￡
01-07,002297,忍不住了，7.05元买入，主力别套我,中翰音
05-03,002023,今天是向上突破 还是向下杀跌,挂冠求去
03-10,002297,坚决支持证监会严查恶意做空行为!,北京股友
02-28,002297,博云新材(002297)2016年度业绩快报,公告点评
12-20,002297,博云新材(002297)拟6亿元收购汽车零部件公司,公告点评
11-15,002297,博云新材(002297)使用部分闲置募集资金购买理财产品,公告点评
11-08,002297,博云新材(002297)使用部分闲置募集资金购买理财产品,公告点评
07-13,002297,■■■ 精选 一只主力爆发黑马。,江苏股友
06-11,002297,你就抱抱吧。日日夜夜方方面面......好钢使在刀刃上呢。,抢购潮
03-30,002297,博云新材(002297)预计第一季度业绩亏损1100万元-1400万元,公告点评
02-03,002297,"无锡国资委提速国企改革,5大举措推进国企发展混合所有制",福建股友
02-01,002297,博云新材(002297)预计2015年净利润亏损1.25亿元-1.65亿元,公告点评
12-24,002297,博云新材(002297)非公开发行股票申请获证监会发审会审核通过,公告点评
09-29,002297,"博云新材:紧跟巴菲特,15元以下满仓!",美人痛zc
09-29,002297,看看相反大股东把限售股质押股价跌停000536,灭却师慕容
09-29,002297,"复合材料龙头,核心竞争优势突出",还是不是刘德
09-28,002297,002297:巴菲特为何慧眼独具中国通用航空股?,财经郎眼bdtb
09-28,002297,"002297:满仓过节,等待翻倍!",三色画笔
09-28,002297,"博云新材:主力稳打稳扎,小心踏空!",一法带水
09-27,002297,一批发发论文的学究,画个OO诅咒你
09-27,002297,"博云新材:必看,为什么还没有爆涨的深层原因!",苹果爱罗斯
09-26,002297,看昨天委卖挂的那些大卖单!昨天果断清仓是正确!,惊心动魄a
09-26,002297,"现是大盘股上涨,解禁后流通盘上3亿向大盘靠拢",失眠久久
11-23,300397,严重透支目标应在40元以下,小宇宙CHRIS
09-18,002297,快跑！！放量出货,财友fiuhycrl
09-18,002297,这量，多空火力好猛，拭目以待,腾鹏海
08-17,002297,不是军民融合吗？不是长沙吗,财友fypmbsgu
08-15,002297,明天会不会高开低走开始减持那5%？,FredericaLat
08-15,002297,今天走势很奇怪 一种很陌生的感觉 大家有发现什么问题吗,郜博涛
08-13,002297,这句话是重点：减持原因：根据相关国有资产管理部门的相关要求,谎言.也许
08-13,002297,集合竞价，大宗交易减持，说实话，99%会是大宗交易减持，至于谁接盘倒是关键！这价,柴咸英
08-13,002297,嘿嘿，这票我一直观注，真进票的底部来了！,门余馥
08-01,002297,博云新材一群亏货拼命看空不如看看自己的账户亏了多少。,KerrJack
07-13,002297,试盘！,财友iiocwaad
09-10,002297,"终于解套了,再也不碰这烂股了。",小三伞
09-10,002297,"国信证券昨晚11.00挂单6000股,合同号01,为什么现在还没有成交?",燃天烬地
09-06,002297,高管们的文凭正宗吗?怎么把这个企业管理成这个熊样。出个半年报还要更改。,黑瓦黄墙
09-06,002297,"又不是热门股吧,人也不多,做什么广告啊。",谈判桌上
09-05,002297,"博云新材:联合投票,罢免不称职的董秘!",巴巴雅罗
09-05,002297,"行,有种,,继续下行",花已开好
09-05,002297,"博云新材,你麻麻喊你回家吃饭,肚子饿了吗,不要老是游荡,该回家了",六个角度
09-05,002297,昨天13.14收盘就是《值得一生一世持有的好股》的意思,今个是晴天
09-05,002297,"亚盛多重重大利好集干一身,不大涨很难",打击很大
09-05,002297,"大涨就卖,大跌就买。",ID永远毅力
09-05,002297,"再多利好也没用,九月不会大涨也不会大跌,十月十一月肯定会有一波大的调整,要有行",内务府总管
04-09,300719,诱多，32.88已全仓出局。还好逃得快。贸易战必须升温。。。。。。,赵怡悦
04-04,300719,符合我的判断，尾盘杀跌，下周一看跌。,茅如之
04-04,300719,顺子报告刘姥姥有这个好像他手脚慢。,东门涵亮
04-03,300719,除非主力想把安达拉上百元，否则安达已经被玩残了。,ArvinJasper
04-03,300719,尾盘会拉高诱多 不要买,财友pyqwcxam
04-03,300719,我抛了,财友mziyxzqw
04-03,300719,你和爱乐达谁是直龙头,QuintionEise
01-07,002297,牛逼又让我当股东了,小过年
01-05,002297,这票下周看涨 1.很多软件都沒有的主力大单，这在成交量里是看不出来的。,逯雅彤
12-25,002297,该股是国产大飞机唯一一家指定生产轮胎的高科技企业！,无英奕
12-20,002297,重仓博云,hgxuhuvyua
12-14,002297,今天补了2500股刚好给杀,战永昌
12-14,002297,猪狗还叫呢,BarbaraSpenc
