,ts_code,chairman,manager,secretary,reg_capital,setup_date,province,city,introduction,website,business_scope,employees,main_business
10,300703.SZ,任召国,任召国,邓建军,12000.0,20010614,浙江,宁波市,公司是一家集开发、生产、销售为一体的外向型纸品企业。公司以“诚信、当责、创新、共享”为核心价值观，以“激发创造灵感彰显个人情怀”为使命，其产品广泛应用于人们的工作、家居与社交等多个领域，公司的产品按用途可分为时尚文具、手工艺品、社交情感产品、儿童益智产品和纸质衍生产品等五大类。远销美国、欧洲、澳洲等20多个发达国家和地区。公司拥有现代化生产厂房，全自动化设备数十台，自动化生产线三十条以上，规划产能超10亿人民币。公司成立以来，先后荣获“国家高新技术企业”、“国家文化出口重点企业”、“国家印刷示范企业”、“浙江省版权影响力企业”、“浙江省名牌产品”、“浙江省工程技术中心”、“浙江省信用示范管理企业”、“中国文教体育用品协会副理事长单位”等荣誉。,www.cre8direct.net,货运：普通货运；出版物、包装装潢、其他印刷品印刷(以上各项在许可证有限期限内经营)。文化活动的策划；动漫衍生产品设计开发；动漫饰品、工艺品开发设计、生产和销售；计算机软硬件领域内的技术开发、技术服务、技术转让、技术咨询；纸塑制品、包装制品、文化办公用品、五金制品、电工器材制造、加工；日用品、电动玩具、体育用品、工艺品的设计、制造、加工；自营和代理各类货物和技术进出口业务，但国家限定经营或禁止进出口的货物和技术除外。(依法须经批准的项目，经相关部门批准后方可开展经营活动),1794.0,"主营产品为纸质休闲文化用品,主营业务:设计,生产,销售纸质休闲文化用品."
11,002887.SZ,卢云慧,祁永,郝锴,16000.0,19981126,天津,天津市,公司的主营业务为生态环境建设工程，主要涉及生态修复、市政园林绿化、文旅产业等，具体工程业务包括：盐碱地修复、河道治理、湿地保护、荒山及矿山修复；城市道路绿化、广场公园绿化工程；文化旅游产业等。公司目前已形成集“规划设计-生态修复和园林绿化技术研发-工程施工-养护”为一体的完整产业链，能够为客户提供一体化的生态环境建设整体解决方案。经过多年的发展，公司已在行业中获得了较高的市场知名度以及认可，并多次获得各项企业荣誉，其中包括：全国守合同重信用企业、天津市农业产业化经营市级重点龙头企业、天津市十强优秀园林企业等。同时，凭借专业的技术能力和优异的项目品质，公司项目多次获得各类荣誉和奖项，其中包含中国建设工程鲁班奖、国家优质工程奖、天津市建设工程“金奖海河杯”奖、园冶杯精品园林奖金奖和天津市城市园林绿化优质工程奖等。,www.tjloving.com,景观生态修复与治理；水土保持与水环境治理；园林绿化及养管工程；市政工程及体育场设施工程；苗木、草培育(种子生产、经营除外)；生态环境治理技术开发、转让、咨询、服务；有机肥、种苗收购；普通货运；土石方工程。(依法须经批准的项目，经相关部门批准后方可开展经营活动),255.0,"主营业务为生态环境建设工程施工,主要涉及生态修复工程,市政园林绿化工程,地产景观工程等,具体工程业务包括:盐碱地修复,河道治理,湿地保护,荒山及矿山修复;城市道路绿化,广场公园绿化工程;住宅和旅游地产绿化工程等."
12,300741.SZ,夏利群,袁肖琴,胡伟,61588.0,19960627,西藏,拉萨市,公司是一家国际化、现代化大型企业集团，主要从事烟用香精、食品用香精、日用香精及食品配料的研发、生产、销售及服务。公司拥有我国香精行业国家级企业技术中心，并在德国霍尔茨明登设有海外研发中心。公司拥有博士后科研工作站及具有第三方检测资质的分析检测中心，并在云南设有省级企业技术中心，在香港、上海、广东等地设有多个企业技术中心。公司的生产基地分布在上海、广东、江苏、云南、江西、福建、香港及博茨瓦纳等地，能够在全球范围内采购最优质原材料，为客户提供国际化水准、满足其特定需求的高品质产品，拥有国际化的产品开发和生产实力。公司获得过“中国烟草总公司科学技术奖一等奖”、“全国坚果炒货科学技术进步一等奖”等荣誉。公司以“美味生活引领者”为愿景，坚持创新、务实、忠诚、协作的企业精神，以国际化视野整合国内外科研资源，为客户提供产品风格系统解决方案和综合技术服务。,www.hbflavor.com,香精产品的开发、研制、生产及相关应用，天然食品添加剂和食品的开发、生产，销售本公司自产产品：上述商品及其同类产品的批发、进出口、佣金代理(拍卖除外)，并提供技术咨询及技术服务等相关配套服务。(不涉及国营贸易管理商品；涉及配额、许可证管理商品的，按照国家有关规定办理申请)【依法须经批准的项目，经相关部门批准后方可开展经营活动】,1008.0,"公司主要从事香精的研发,生产和销售,同时经营少量的食品配料业务.公司主要销售产品为食用香精,日用香精以及食品配料,广泛应用于食品,饮料,卷烟,日化等多个领域,在人们的日常生活中具有不可替代的作用."
13,300768.SZ,郑树生,郑树生,邹禧典,40001.0,20080528,浙江,杭州市,公司在北京和杭州设有研发中心，具有一支业界领先的研发团队。基于“应用即网络”技术理念，迪普科技自主开发了高性能硬件架构APP-X、L2~7融合操作系统ConPlat、应用识别与威胁特征库APP-ID，并在此基础上推出了包括深度业务路由交换网关(DPX)、应用防火墙(FW)、入侵防御系统(IPS)、上网行为管理及流控(UAG)、应用交付(ADX)以及交换机、路由器等在内的十几大类上百款产品。凭借先进的产品和技术，迪普科技创新性的推出了DP xFabric解决方案体系架构，该架构基于VSM多合一虚拟化技术、VEM纵向虚拟化技术、OVC一分多虚拟化技术，同时结合业务板卡紧耦合和流定义技术，可以实现网络、安全及应用的深度融合和交付。截至2018年1月10日，公司拥有已获授权的专利128项(其中发明专利58项)、申请中的专利1008项(其中发明专利924项)、已登记的软件著作权29项。,www.dptech.com,生产：计算机软硬件、数据通信产品、网络安全产品、应用交付产品及网络产品。研究、开发、销售：计算机软硬件、网络安全产品、应用交付产品及网络产品、通信设备；货物进出口(法律、行政法规禁止经营的项目除外，法律、行政法规限制经营的项目取得许可后方可经营)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,1094.0,"从事企业级网络通信产品的研发,生产,销售以及为用户提供相关专业服务.主要产品包括网络安全产品,应用交付产品及基础网络产品."
14,002950.SZ,崔金海,崔金海,杜先举,42217.6938,20020724,湖北,宜昌市,公司成立于1997年，一直秉承“诚恳、可靠、专注、专业”的核心价值观，不断革新技术和工艺，力求使全球患者在不断降低产品使用成本的同时，获得更好的治疗效果。公司长期专注于医疗健康事业，主营业务为医用敷料等一次性医用耗材的研发、生产和销售，为国际知名医疗器械品牌厂商提供OEM贴牌服务。公司注重医用敷料产业链深度整合，截至目前已形成了贯穿纺纱、织布、脱漂、加工、包装、灭菌、检测等所有生产环节的完整产业链，具备较为突出的自动化、规模化生产优势。目前公司产品根据使用用途，可分为伤口与包扎护理类、手术/外科类、感染防护类、组合包类四大系列，满足客户多元化产品需求。公司产品以出口为主，销往美国、加拿大、德国等多个国家和地区，客户以国际知名医疗器械品牌厂商为主。报告期内，根据中国医药保健品进出口商会的统计数据，公司医用敷料产品出口位居中国医用敷料出口市场的前列。,cn.allmed-china.com,生产、销售、研发医用卫生材料、无纺布制品及其它医疗用品、卫生用品、体育用品、婴儿用品、纺织、服装；货物进出口贸易(不包括进口商品分销业务；国家限制公司经营或限制进出口的商品或技术除外)；机械设备租赁；房屋出租；商务信息咨询服务、会务会展服务(按许可证或批准文件核定内容经营，未取得相关有效许可或批准文件的，不得经营),4526.0,"主营业务为医用敷料等一次性医用耗材的研发,生产和销售,为国际知名医疗器械品牌厂商提供OEM贴牌服务.目前公司产品根据使用用途,可分为伤口与包扎护理类,手术/外科类,感染防护类,组合包类四大系列"
15,300551.SZ,陈崇军,陈崇军,姜小丹,11004.0,19960708,上海,上海市,公司是从事金融设备的研发、生产、销售与服务为一体的综合性高新技术企业，是我国金融设备产品的专业服务商。已通过ISO9001：2000国际质量体系认证、国家强制性产品CCC认证、欧盟电子类产品CE认证并被授予“上海市高新技术企业”、“全国质量信誉双保障示范单位”。产品涵盖人民币智能点验钞机、纸币清分机、扎把机、点扎一体机、捆钞机、自助回单柜等金融设备。凭着先进优质的产品和上乘的售后服务，公司已成功成为工商银行、农业银行、中国银行、建设银行、交通银行、中国邮政储蓄银行、招商银行、民生银行、中信银行、光大银行、浦发银行等国内各大商业银行的供应商。“古鳌”产品不仅畅销国内金融市场，还深受海外客户的青睐，远销欧美、东南亚等地区。公司已成为国内外知名的集金融设备研发、生产、销售、服务为一体的专业化企业。,www.gooao.cn,金融电子机具、人民币鉴别仪、伪钞鉴别仪的设计、生产、销售和售后服务，电子监控设备(以上均不含涉及前置许可的项目)、安防电子机械设备的生产和销售，计算机软硬件、及相关产品技术开发、技术咨询和技术服务，通信设备(除卫星电视广播地面接收设施)、五金交电、办公用品、税控机的销售和售后服务，电子电器的销售，自有设备租赁，从事电子科技领域内的技术咨询和技术服务，自有房屋租赁，从事货物及技术的进出口业务，接受金融机构委托从事金融业务流程外包。(企业经营涉及行政许可的，凭许可证件经营)。,707.0,"从事金融设备的研发,生产,销售与服务.目前公司产品包括点验钞机,纸币清分机,扎把机,点扎一体机,捆钞机,自助回单柜等金融设备.其中,A级点验钞机,纸币清分机和扎把机是目前公司的主要产品."
16,002061.SZ,邵文年,董星明,邹宏,137563.8998,19981123,浙江,衢州市,公司是首批认定的国家高新技术企业、省级企业技术中心，建有浙江省博士后科研工作站、浙江省有机胺工程技术研究中心、浙江省有机胺及C1化学省级高新技术研究开发中心等多个省级研发平台。公司主要从事化工产品的开发、生产和销售，主要产品有DMF、DMAC、顺酐、聚碳酸酯(PC)。公司有机胺业务是DMAC、DMF产品行业标准的制定者，《工业用二甲基甲酰胺》列入2018年第三批“浙江制造”标准制订计划；浙铁江宁化工正丁烷法制顺酐，装置采用国际先进的正丁烷氧化、溶剂吸收制顺酐工艺，产品顺利进入不饱和树脂、酒石酸、四氢苯酐等行业高端客户；浙铁大风打破国际巨头技术垄断，拥有国产首套拥有自主知识产权的大型聚碳酸酯装置，产品采用国际先进的非光气法生产工艺，代表行业生产技术的未来发展方向。,www.zjjiaoke.com,公路工程、市政工程、城市轨道工程、铁路工程、港航工程、机场工程的技术研发与推广、投资、勘察、设计咨询、施工、养护、技术服务，地下工程的设计、施工、养护及咨询，危险化学品的生产(详见《安全生产许可证》)，化工产品的开发、生产和销售，压力容器的设计，化工及机械设备的设计、制造、销售、安装、技术服务，火力发电，对外供热，经营进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),6597.0,"化工业务,基建工程业务"
17,002935.SZ,徐建平,郑兴世,陈静,10667.0,20040104,四川,成都市,公司成立于2004年1月，拥有国家认定企业技术中心，是高新技术企业，主要从事时间频率、北斗卫星应用产品的研发、生产、销售和服务。公司作为国内领先的时间频率企业，拥有完整的时间频率产品线，具备时频系统集成能力，可为客户提供完善的时频解决方案。主要产品包括原子钟、晶体器件、时频板卡及模块、频率组件及设备、时间同步设备及系统，主要应用于航空航天、卫星导航、军民用通信及国防装备等领域，参加了载人航天、探月工程、北斗卫星导航系统等国家重大工程。公司具备北斗导航民用分理级与终端级服务资质，主要产品包括北斗卫星手表、北斗应急预警通信终端及系统两大系列。北斗卫星手表是卫星导航技术与传统钟表技术的完美结合，荣膺“CCTV年度环球十大新锐科技”、“ISPO运动产品亚洲区设计大奖”；基于北斗短报文的应急预警通信终端及系统主要应用于防灾减灾等领域，实现信息的及时、可靠传输。,www.elecspn.com,电子产品的设计、开发、生产、销售和服务；货物进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,542.0,"主要从事时间频率产品,北斗卫星应用产品的研发,设计,生产和销售.主要产品:时间频率产品,北斗卫星应用产品."
18,002936.SZ,王天宇,申学清,傅春乔,592193.19,19961116,河南,郑州市,公司是河南省首家、全国第十家上市的城市商业银行。作为一家本土金融机构，郑州银行“守土有责”，确立了“商贸金融、市民金融、小微金融”的“三大特色定位”，秉持“中意你我他”的价值主张和“服务到心”的品牌理念，坚持走特色化、差异化发展之路，服务实体经济发展。郑州银行各项业务不断取得历史性突破，市场竞争力和综合实力显著增强。郑州银行经营管理能力的持续提升，得到了社会各界的广泛认可。,www.zzbank.cn,吸收公众存款；发放短期、中期和长期贷款；办理国内外结算；办理票据承兑与贴现；发行金融债券；代理发行、代理兑付、承销政府债券；买卖政府债券、金融债券；从事同业拆借；外汇存款、外汇贷款、外汇汇款、外币兑换；从事银行卡业务；提供信用证服务及担保；代理收付款项及代理保险业务；提供保管箱服务；经国务院银行业监督管理机构批准的其他业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),4708.0,"主营业务分为四大类:一,资产业务类,信用贷款,保证贷款,抵押贷款等,个人住房装修贷款,个人房屋贷款,个人汽车贷款,个人再交易住房贷款等;二,负债业务类,单位活期存款,单位协定存款,个人活期存款,个人整存整取储蓄存款等;三,中间业务类,银行承兑汇票,保函,委托贷款,个人银信通,个人存款证明等;四,其他业务类,银行汇票,支票,汇兑,商鼎卡等."
19,300636.SZ,庞正伟,庞正伟,周志承,8139.5,20040420,江西,宜春市,公司位于风景秀丽的江西奉新工业园区，工厂按照GMP标准兴建，装备良好的厂房设施适应原料药产品生产的国际化要求。公司主要从事原料药、液晶化合物及中间体的生产，主要品种的生产能力及产品质量在中国处于领先水平。公司是中国质量管理最严格的原料药生产厂之一，主要原料药品种均有DMF文件，Q7等相关的ICH文件得到良好的实施，追求零缺陷通过官方质量体系检查。主要原料药品种通过SFDA、US-FDA、PMDA，KFDA等官方机构的GMP检查，产品出口到全球多个国家和地区。公司持续引进科技人才、与科研机构的广泛合作以及研发费用的高投入保证了研发实力的持续提升。公司在发展过程中形成了以“认真严谨、诚实守信、团结协作、主动提升”为核心价值观的企业文化，致力于“推行第一流的管理，培养第一流的人才，生产第一流的产品，创建第一流的企业”的追求。,www.jxsynergy.com,原料药、医药中间体、精细化工(危险品除外)生产销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动),739.0,"主要产品:特色化学原料药及中间体,专利原料药中间体;主营业务:化学原料药和医药中间体的研发,生产和销售."
